"Sujeto Obligado",Ejercicio,"Fecha de Inicio Del periodo Que Se Informa","Fecha de Término Del periodo Que Se Informa","Funcion Del Sujeto Obligado (catálogo)","Área Administrativa Encargada de Solicitar El Servicio o Producto, en su caso","Clasificación Del(los) Servicios (catálogos)","Tipo de Servicio","Tipo de Medio (catálogo)","Descripción de Unidad","Tipo (catálogo)","Nombre de La Campaña O Aviso Institucional, en su Caso","Año de La Campaña","Tema de La Campaña O Aviso Institucional","Objetivo Institucional","Objetivo de Comunicación","Costo por unidad","Clave Única de Identificación de Campaña","Autoridad Que Proporcionó La Clave","Cobertura (catálogo)","Ámbito Geográfico de Cobertura","Fecha de Inicio de La Campaña O Aviso Institucional","Fecha de término de La Campaña O Aviso Institucional","Sexo (catálogo)","Lugar de Residencia","Nivel Educativo","Grupo de Edad","Nivel Socioeconómico","Respecto a Los Proveedores y su Contratación","Respecto a Los Recursos y El Presupuesto","Respecto Al Contrato y Los Montos","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) Y Actualizan La Información","Fecha de validación","Fecha de actualización",Nota
Chihuahua,2018,01-Julio-18,30-Septiembre-18,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Producción de contenidos",Producción,,"Avisos Institucionales","SEGUNDO INFORME DE GOBIERNO MUNICIPAL",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Mantener informada a la ciudadanía de logros y acciones dando a conocer  los diferentes tipos de  programas  que se llevaron a cabo en el trascurso de  ese  periodo 2017.",90828.00,CCS-01/PRA-2018,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-09-01,2018-09-06,,,,,,0-579-6-16-82,0-579-6-16-82,0-579-6-16-82,,,,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,Campañas,"PLAN DE DESARROLLO MUNICIPAL",,"Informes de gobierno","Garantizar el óptimo cumplimiento de los derechos de acceso a la información pública y la protección de datos personales","Dar  a conocer el plan  municipal de desarrollo fomentar la participación de la ciudadanía  con propuesta  para  sea contemplada  en dicho plana.",85100.06,03-CCS-CCMM-2018-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-561-1-255-50,2018-561-1-255-50,2018-561-1-255-50,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas," DESC DEL PREDIAL ",,"Trámites y servicios","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Incrementar la recaudación de impuestos para mayor solvencia económica.",174099.99,"CCS 001-EIP/2018","Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-01-01,2018-01-30,,,,,,2018-562-1-256-47,2018-562-1-256-47,2018-562-1-256-47,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"CÁMARAS DE PLATAFORMA ESCUDO",,"Seguridad pública y justicia","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Escudo Escolar: Es un programa implementado por la DSPM cuya principal función es la seguridad de alumnos y maestros mientras entran o salen de los planteles, además de mantener una vigilancia continua cerca de las escuelas.  El 9-1-1 es un numero único a nivel nacional, para todas aquellas dependencias que brindan servicios de seguridad, salud y protección civil  en los tres niveles de gobierno, por medio del cual los ciudadanos solicitan ayuda o reportan hechos referentes a los rubros mencionados. DARE: Significa Educación para Resistir el Abuso de Drogas, es un programa que busca la prevención de adicciones y se imparte en escuelas primarias y secundarias. La orientación contempla también componentes como la autoestima y la tolerancia, y brinda información sobre las consecuencias de las adicciones. Vistas Cerro Grande: La construcción de 5 canchas y 3 medias canchas deportivas, 3 foros para obras culturales y actividades de entretenimiento y esparcimiento, aparatos de ejercicio, juegos infantiles, bancas, parabas, cestos de basura y alumbrado público con un área pavimentada. Incluye también construcción y pavimentación de la calle lateral para circulación vehicular, beneficiando a 60,000 habitantes de la ciudad.",100034.99,01-CCS-CCMM-2018-4*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-563-1-256-47,2018-563-1-256-47,2018-563-1-256-47,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"TARJETA  MI APOYO   MI BIENESTAR",,"Desarrollo social y humano","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua",,75499.99,"CCS 002-EIP/2018","Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-02-02,2018-02-28,,,,,,2018-564-1-256-47,2018-564-1-256-47,2018-564-1-256-47,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Julio-18,30-Septiembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios complementarios","Otros medios complementarios",,"SIN ESPECIFICAR","SIN ESPECIFICAR",,Otro,"Sin especificar",,173164.22,,,Municipal,,0000-00-00,0000-00-00,,,,,,0-580-7-193-92,0-580-7-193-92,0-580-7-193-92,,,,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"DESCUENTO DEL PREDIAL 2018",,"Trámites y servicios","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Incrementar la recaudación de impuestos para mayor solvencia económica.",46666.00,01-CCS-CCMM-2018-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-565-1-258-51,2018-565-1-258-51,2018-565-1-258-51,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"CÁMARAS PLATAFORMA ESCUDO",,"Seguridad pública y justicia","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Plataforma Escudo: Es la Plataforma Escudo Chihuahua, busca blindar la ciudad con las instalación de 580 cámaras de alta resolución distribuidas en puntos estratégicos de la mancha urbana, también incluye cámaras de solapa para elementos, tabletas, drones y otros aditamentos tecnológicos que han permitido captura de delincuentes y reducción de índices delictivos.",23332.99,03-CCS-CCMM-2018,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-566-1-258-51,2018-566-1-258-51,2018-566-1-258-51,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"DESC.  DEL PREDIAL",,"Trámites y servicios","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Descuento del 3% ofrecido en beneficio de los ciudadanos para incrementar la recaudación.",47399.00,CS/01.2018/JVF/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-01-01,2018-01-30,,,,,,2018-567-1-259-53,2018-567-1-259-53,2018-567-1-259-53,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"CÁMARAS PLATAFORMA ESCUDO",,"Seguridad pública y justicia","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Plataforma Escudo: Es la Plataforma Escudo Chihuahua, busca blindar la ciudad con las instalación de 580 cámaras de alta resolución distribuidas en puntos estratégicos de la mancha urbana, también incluye cámaras de solapa para elementos, tabletas, drones y otros aditamentos tecnológicos que han permitido captura de delincuentes y reducción de índices delictivos.",57000.00,03-CCS-CCMM-2018,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-568-1-259-53,2018-568-1-259-53,2018-568-1-259-53,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"TARJETA  MI APOYO   MI BIENESTAR",,"Desarrollo social y humano","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua",,44000.00,"CCS 002-EIP/2018","Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-02-02,2018-02-28,,,,,,2018-569-1-260-21,2018-569-1-260-21,2018-569-1-260-21,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"DESC.  DEL PREDIAL",,"Trámites y servicios","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Descuento del 3% ofrecido en beneficio de los ciudadanos para incrementar la recaudación.",60000.00,CS/01.2018/JVF/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-01-01,2018-01-30,,,,,,2018-570-1-260-21,2018-570-1-260-21,2018-570-1-260-21,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,"SIN ESPECIFICAR","SIN ESPECIFICAR",,Otro,"Sin especificar",,1113600.00,,,Municipal,,0000-00-00,0000-00-00,,,,,,2018-571-1-262-99,2018-571-1-262-99,2018-571-1-262-99,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"FICH FICUU 2018",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y  convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",269999.84,01-CCS-CCMM-2018-5*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-572-1-263-13,2018-572-1-263-13,2018-572-1-263-13,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"APLICACIÓN MARCA EL CAMBIO",,Otro,"Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Aplicación móvil del Gobierno Municipal en el cual, el usuario reporta fallas en luminarias o baches, pavimentación, basura, entre otras cosas. Cuenta con un botón de emergencia que se enlaza la DSPM.",179999.89,01-CCS-CCMM-2018-3*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-573-1-263-13,2018-573-1-263-13,2018-573-1-263-13,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"FICH FICUU 2018",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y  convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",449999.99,01-CCS-CCMM-2018-5*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-574-1-266-39,2018-574-1-266-39,2018-574-1-266-39,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,"SIN ESPECIFICAR","SIN ESPECIFICAR",,Otro,"Sin especificar",,50000.00,,,Municipal,,0000-00-00,0000-00-00,,,,,,2018-575-1-268-48,2018-575-1-268-48,2018-575-1-268-48,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,"SIN ESPECIFICAR","SIN ESPECIFICAR",,Otro,"Sin especificar",,50000.00,,,Municipal,,0000-00-00,0000-00-00,,,,,,2018-576-1-268-48,2018-576-1-268-48,2018-576-1-268-48,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"FICH FICUU 2018",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y  convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",75000.00,01-CCS-CCMM-2018-5*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,2018-577-1-269-100,2018-577-1-269-100,2018-577-1-269-100,Chihuahua,2020-07-06,2020-07-06,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Suplementos,,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",265640.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-581-1-1-91,0-581-1-1-91,0-581-1-1-91,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Producción de contenidos","Diseño y servicios publicitarios",,"SIN ESPECIFICAR","Sin especificar",,"Sin especificar","Sin especificar","Sin especificar",67976.00,"sin especificar","sin especificar ",Municipal,Municipal,0000-00-00,0000-00-00,,,,,,0-582-1-231-81,0-582-1-231-81,0-582-1-231-81,,,,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)",,"SIN ESPECIFICAR","SIN ESPECIFICAR",,Otro,"Sin especificar",,83300.00,,,Municipal,,0000-00-00,0000-00-00,,,,,,0-509-1-75-88,0-509-1-75-88,0-509-1-75-88,"Unidad administrativa de comunicación social",2020-09-22,2020-09-22,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Otros servicios asociados a la comunicación ","Análisis, estudios y métricas","Estudios (Pre-Campaña, Post-Campaña)",,"SIN ESPECIFICAR","SIN ESPECIFICAR",,Otro,"Sin especificar",,83300.00,,,Municipal,,0000-00-00,0000-00-00,,,,,,0-510-1-75-88,0-510-1-75-88,0-510-1-75-88,"Unidad administrativa de comunicación social",2020-09-22,2020-09-22,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"PLATAFORMA ESCUDO MI COLONIA EN MI CASA  CLÍNICA CHINITA ",,"Seguridad pública y justicia","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Plataforma Escudo: Es la Plataforma Escudo Chihuahua, busca blindar la ciudad con las instalación de 580 cámaras de alta resolución distribuidas en puntos estratégicos de la mancha urbana, también incluye cámaras de solapa para elementos, tabletas, drones y otros aditamentos tecnológicos que han permitido captura de delincuentes y reducción de índices delictivos.",37800.00,CCS009-DIS/2018,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-03-12,2018-03-18,,,,,,0-511-1-76-27,0-511-1-76-27,0-511-1-76-27,"Unidad administrativa de comunicación social",2020-09-22,2020-09-22,
Chihuahua,2018,01-Octubre-18,31-Diciembre-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"FICH FICUU 2018",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Es un evento para la integración familiar y  convivencia brindado un poco de cultura  Integración de esfuerzos, se multiplicará exponencialmente el alcance de la celebración que enmarcará el 309 aniversario de la Fundación de Chihuahua, en una ?gran fiesta que congrega a todo el estado, para festejar lo que nos une, lo que nos inspira y lo que compartimos: nuestra cultura?.",85600.01,01-CCS-CCMM-2018-5*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2018-10-01,2018-12-31,,,,,,0-512-1-76-27,0-512-1-76-27,0-512-1-76-27,"Unidad administrativa de comunicación social",2020-09-22,2020-09-22,
