#,"Número de contrato",Procedimiento,Proveedor,Ejercicio,Trimestre,Contratante,Solicitante,"Objeto del contrato",Descripción,"Fundamento jurídico","Fecha celebración","Fecha inicio","Fecha fin","Monto original del contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo contrato en PDF (Vinculo al archivo)",Estatus
304,AD089/2020,"Adjudicación directa","Omnia Comunicaciones, S. de R.L. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.OMNIA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",2020-04-22,2020-04-08,2020-06-30,147000.00,0.00,147000.00,147000.00,,Activo
305,AD083/2020,"Adjudicación directa","El Pueblo Familiar, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELPUEBLO.COM PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,216000.00,0.00,216000.00,216000.00,AD083-2020_EL_PUEBLO_DIGITAL.PDF,Activo
306,AD091/2020,"Adjudicación directa","Porlalibre, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.PORLALIBRE.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",2020-04-22,2020-04-08,2020-06-30,278400.00,0.00,278400.00,278400.00,,Activo
307,AD093/2020,"Adjudicación directa","Fénix Comunicaciones, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELOBSERVADOR.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",2020-04-22,2020-04-08,2020-06-30,120000.00,0.00,120000.00,120000.00,,Activo
308,AD085/2020,"Adjudicación directa",www.todoespolitica.com.mx,2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.TODOESPOLITICA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,235712.00,0.00,235712.00,235712.00,TAD085-2020_DANIEL_PRIETO.PDF,Activo
309,AD084/2020,"Adjudicación directa",www.lavisiondechihuahua.com,2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.LAVISIONDECHIHUAHUA.COM PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,192000.00,0.00,192000.00,192000.00,TAD084-2020_LUIS_FROILAN_CASTANEDA_HIDALGO.PDF,Activo
310,AD086/2020,"Adjudicación directa","Periódicos Digitales de Chihuahua, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.CHIHUAHUANOTICIAS.COM PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",2020-04-22,2020-04-08,2020-06-30,124800.00,0.00,124800.00,124799.99,AD086-2020.PDF,Activo
311,AD094/2020,"Adjudicación directa","Cia. Periodística El Sol de Chihuahua, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELHERALDODECHIHUAHUA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",2020-04-22,2020-04-08,2020-06-30,1490000.00,0.00,1490000.00,1490000.00,,Activo
312,AD096/2020,"Adjudicación directa","Nueva Línea Comunicación, S.C.",2020,abril-junio,Chihuahua,Chihuahua,"


SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DEL PROGRAMA""""PALABRA PROPIA"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",2020-04-21,2020-04-08,2020-06-30,190000.00,0.00,190000.00,189796.88,,Activo
313,AD098/2020,"Adjudicación directa","Radio América de México, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,"


SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE """"RADIO FÓRMULA XHV 101.7 FM"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",2020-04-22,2020-04-08,2020-06-30,334000.00,0.00,334000.00,333935.40,,Activo
314,AD088/2020,"Adjudicación directa","Programa CONTRASTE",2020,abril-junio,Chihuahua,Chihuahua,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ENCONTRASTE.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",2020-04-22,2020-04-08,2020-06-30,191520.00,0.00,191520.00,191520.00,,Activo
315,AD090/2020,"Adjudicación directa",www.circulorojo.com.mx,2020,abril-junio,Chihuahua,Chihuahua,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELCIRCULOROJO.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",2020-04-22,2020-04-08,2020-06-30,216000.00,0.00,216000.00,216000.00,,Activo
316,AD092/2020,"Adjudicación directa",alinstante.com.mx,2020,abril-junio,Chihuahua,Chihuahua,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELINSTANTE.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",2020-04-22,2020-04-08,2020-06-30,209728.00,0.00,209728.00,209728.00,TAD092-2020_JESUS_EDUARDO_VARGAS_JIMENEZ.PDF,Activo
317,AD095/2020,"Adjudicación directa",alcontacto.com.mx,2020,abril-junio,Chihuahua,Chihuahua,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ALCONTACTO.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",2020-04-22,2020-04-08,2020-06-30,278400.00,0.00,278400.00,278000.00,TAD095-2020_FATIMA_ROXANA_DOZAL.PDF,Activo
