#,Procedimiento,"Nombre o razón social del proveedor",Ejercicio,Trimestre,"Sujeto obligado contratante","Sujeto obligado solicitante","Número de contrato","Objeto del contrato",Descripción,"Fundamento jurídico","Fecha de celebración","Fecha de inicio","Fecha de término","Monto original de contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo del contrato en PDF","Área responsable de la información","Fecha de validación",Año,"Fecha de actualización",Nota,Estatus
297,"Adjudicación directa","Imprenta Siglo XXV, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD078/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.TIEMPO.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 3,105,273.60",$0.00,"$ 3,105,273.60","$ 3,105,273.60",AD078-2020_IMPRENTA_SIGLO_XXV_SA_DE_CV.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
298,"Adjudicación directa",www.noticiaschihuahua.mx,2020,abril-junio,Chihuahua,Chihuahua,AD079/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.NOTICIASCHIHUAHUA.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 278,400.00",$0.00,"$ 278,400.00","$ 278,400.00",TAD079-2020_SAMUEL_SINALOA_RAMOS.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
299,"Adjudicación directa",WWW.ADRIANARUIZ.COM.MX,2020,abril-junio,Chihuahua,Chihuahua,AD080/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ADRIANARUIZ.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 360,000.00",$0.00,"$ 360,000.00","$ 360,000.00",TAD080-2020_RODRIGO_MALDONADO.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
300,"Adjudicación directa",www.platicachihuahua.com,2020,abril-junio,Chihuahua,Chihuahua,AD081/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.PLATICACHIHUAHUA.COM PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 83,520.00",$0.00,"$ 83,520.00","$ 32,000.00",TAD081-2020_ERNESTO_ALMANZA_AGUILAR.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,"Se esta en espera del archivo PDF de este contrato ya que no se encuentra disponible.",Activo
301,"Adjudicación directa","Jesús Antonio Pérez Rodríguez",2020,julio-septiembre,Chihuahua,Chihuahua,AD172/2020,"SERVICIO DE PRODUCCIÓN DE VIDEO PARA LA DIFUSIÓN DEL SEGUNDO INFORME DEL GOBIERNO MUNICIPAL 2018-2021, SOLICITADO POR LA COORDINACIÓN DE COMUNICACIÓN SOCIAL.","Servicio de producción de video informe de actividades del Municipio de Chihuahua, que incluye: ,/ Video informativo con duración de 18 a 25 minutos. ,/ 6 spots de 30 segundos para TV y redes. ,/ 6 spots de 30 segundos para radio. ? Corrección de color. ? Fx en caso de ser requeridos. ? Diseño y motion graphics. ? Musicalización. Derechos de música de stock para tv nacional, cine e internet. ? Animación 3D de logotipo de campaña. Locución. ? Producción en 4K con: Cámara cinematográfica RED ONE 4.5K Óptica cinematográfica VOightlander y Rokinon Estabilizador Ronin Dron 4K 3 kits de iluminación led Tramoya ","De conformidad con los artículos 40, fracción II, 73, fracción XII de la la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, ' así como el artículo 72, fracción X, del Reglamento de la citada ley, en virtud de que se acredita que lo servicios a contratar se encuentran relacionados a conceptos de servicios oficiales, gastos de ceremonial, gastos de orden social y cultura, congresos, convenciones y exposiciones. ",28.08.2020,24.08.2020,31.12.2020,"$ 388,600.00",$0.00,"$ 388,600.00","$ 388,600.00","No hay archivo","COORDINACIÓN DE COMUNICACIÓN SOCIAL",19.11.2020,2020,,,Activo
302,"Adjudicación directa","Periodismo Referente, S. de R.L. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD087/2020,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.REFERENTE.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",22.04.2020,08.04.2020,30.06.2020,"$ 359,590.00",$0.00,"$ 359,590.00","$ 359,590.00","No hay archivo","Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
303,"Adjudicación directa","Publicaciones del Chuviscar, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD082/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELDIARIODECHIHUAHUA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 1,250,000.00",$0.00,"$ 1,250,000.00","$ 1,250,000.00",AD082-2020_EL_CHUVISCAR_DIGITAL_.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
304,"Adjudicación directa","Omnia Comunicaciones, S. de R.L. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD089/2020,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.OMNIA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",22.04.2020,08.04.2020,30.06.2020,"$ 147,000.00",$0.00,"$ 147,000.00","$ 147,000.00","No hay archivo","Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
305,"Adjudicación directa","El Pueblo Familiar, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD083/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELPUEBLO.COM PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 216,000.00",$0.00,"$ 216,000.00","$ 216,000.00",AD083-2020_EL_PUEBLO_DIGITAL.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
306,"Adjudicación directa","Porlalibre, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD091/2020,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.PORLALIBRE.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",22.04.2020,08.04.2020,30.06.2020,"$ 278,400.00",$0.00,"$ 278,400.00","$ 278,400.00","No hay archivo","Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
307,"Adjudicación directa","Fénix Comunicaciones, S.A. de C.V.",2020,abril-junio,Chihuahua,Chihuahua,AD093/2020,"


SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELOBSERVADOR.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL



 ","


CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL



 ","


Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;



 ",22.04.2020,08.04.2020,30.06.2020,"$ 120,000.00",$0.00,"$ 120,000.00","$ 120,000.00","No hay archivo","Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
308,"Adjudicación directa",www.todoespolitica.com.mx,2020,abril-junio,Chihuahua,Chihuahua,AD085/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.TODOESPOLITICA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 235,712.00",$0.00,"$ 235,712.00","$ 235,712.00",TAD085-2020_DANIEL_PRIETO.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
309,"Adjudicación directa",www.lavisiondechihuahua.com,2020,abril-junio,Chihuahua,Chihuahua,AD084/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.LAVISIONDECHIHUAHUA.COM PARA LA CORRECTA COMUNICACIÓN SOCIAL.","CONTRATACIÓN DE SERVICIO DE PUBLICIDAD EN MEDIOS DE COMUNICACIÓN PARA LA CORRECTA COMUNICACIÓN SOCIAL CON LA CIUDADANÍA RESPECTO DE LAS ACCIONES Y PROGRAMAS DEL GOBIERNO MUNICIPAL.","Artículos 40, fracción 11,72. 73, fracción I y 83 de la Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, así como el artículo 72, fracción "" del Reglamento de la ley en la materia. Y con fundamento en el artículo 104, fracción, I, VIII, VIX del Reglamento Interior del Municipio de Chihuahua, son facultades de la Coordinación de Comunicación Social la de coordinar y establecer los sistemas de comunicación y difusión de las actividades del Ayuntamiento y de todas las áreas de la administración municipal; fomentar y coordinar la participación de los servidores públicos municipales en espacios de radio, televisión y prensa; convocar y desarrollar entrevistas, rueda de prensa y presentaciones ante los medios de comunicación y grupos intermedios;",22.04.2020,08.04.2020,30.06.2020,"$ 192,000.00",$0.00,"$ 192,000.00","$ 192,000.00",TAD084-2020_LUIS_FROILAN_CASTANEDA_HIDALGO.PDF,"Unidad administrativa de la Coordinación de Comunicación Social",01.09.2020,2020,01.09.2020,N/A,Activo
